"","idInterview","state","city","region","type","sex","age_full","age_60","P1","P2","gov_trust","pol_orientation","interest_politics","interest_news","frequency_news","source_printed_newspaper","source_online_newspaper","source_printed_magazines","source_online_magazine","source_radio","source_television","source_alternative","source_wpp","source_family","source_social_media","source_podcasts","source_none","reason_source","trust_newspaper","trust_magazine","trust_radio","trust_television","trust_websites","trust_blogs","trust_social_media","format_preference","same_ideology_news","oposite_ideology_news","trust_traditional_press","P19","frequency_fake_news","P21","reaction_fake_news","resp_population","resp_gov","resp_politicians","resp_press","resp_social_media","severity_fake_news","impact_newspaper","impact_magazines","impact_radio","impact_television","impact_cinema","impact_websites","impact_blogs","impact_social_media","impact2_facebook","impact2_youtube","impact2_instagram","impact2_twitter","impact2_tiktok","impact2_wpp","fake_news_source","fact_checking","trust_agencies","share_news","pand1_fakenews_facebook","pand1_fakenews_youtube","pand1_fakenews_instagram","pand1_fakenews_twitter","pand1_fakenews_tiktok","pand1_fakenews_wpp","pand2_worse_perception_media","pand3_trust_vaccine","pand3_seek_science","pand3_preventive_treat","pand3_masks","pand4_source_info","pand5_increased_interest_science","vote1_trust_ballot","vote2_eletronic_best_option","vote3_worried_hacker","vote3_worried_politics","vote3_worried_transparency","vote3_worried_tech","vote3_worried_tse","education_full","race","religion_full","income_full","class_full","age_50","education","income","class","religion","evaluation","approval","shared_fake_news_19","race_adj","sex_men","region_North","region_Northeast","region_Center-West","region_Southeast","region_South","religion_Catholic","religion_Evangelicals","religion_Other religion","religion_No religion","age_60_16-24 age","age_60_25-34 age","age_60_35-44 age","age_60_45-59 age","age_60_60 or more","evaluation_Excellent/Good","evaluation_Regular","evaluation_Bad/Terrible","evaluation_Unsure","P21_No","P21_Unsure","P21_Yes","reaction_fake_news_I didn't send a warning, but I also didn't share the same information anymore","reaction_fake_news_I just sent a message warning that the information was not true","reaction_fake_news_I kept sharing the information","reaction_fake_news_I sent a message warning that the information was not true along with the correct information","reaction_fake_news_Unsure","reaction_fake_news_NA","capital_metrop","approves_gov","pol_orientation_right","pol_orientation_center","pol_orientation_left","pol_orientation_none","race_is_white","education_high","income_low","class_ab","class_c","class_de","has_religion"
"11",28843079,"MG","TARUMIRIM","Southeast","Countryside","Men",20,"16-24 age","Terrible","Disapproves",0,"Left/Center-Left",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"Convenience",0,0,0,0,0,0,0,"Longer and in-depth news videos and texts",1,"Ignores",1,"No",0,"No",NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"People in general",1,0,0,1,0,0,0,0,0,0,1,1,1,1,"Academia/Scientists",1,0,1,1,1,1,1,1,"High School","Black/Pardo","Protestant / Evangelical","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","High School","Up to 1 MW","D/E","Evangelicals","Bad/Terrible","Disapproves",0,"Black",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,1,1,0,0,1,1
"12",28858695,"MG","TEoFILO OTONI","Southeast","Countryside","Men",21,"16-24 age","Terrible","Strongly disapproves",0,"Left/Center-Left",1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"Convenience",0,0,0,0,0,0,0,"Shorter and concise news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Government, politicians, or political parties in my country",0,0,0,0,0,0,0,1,1,1,1,1,1,1,"WHO/Anvisa",1,0,0,1,1,1,1,1,"High School","Black/Pardo","No defined religion / I have my own spirituality","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","High School","Up to 1 MW","D/E","No religion","Bad/Terrible","Disapproves",0,"Black",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,1,1,0,0,1,0
"13",28830381,"SP","SaO BERNARDO DO CAMPO","Southeast","Metropolitan region","Men",21,"16-24 age","Terrible","Strongly disapproves",0,"Left/Center-Left",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"Ease of access",1,0,1,0,0,0,0,"Shorter and concise news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,"Government, politicians, or political parties in my country",1,0,0,1,1,1,1,0,1,0,0,1,0,0,"WHO/Anvisa",1,1,1,0,0,0,0,0,"High School","Black/Pardo","Protestant / Evangelical","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","High School","Up to 1 MW","D/E","Evangelicals","Bad/Terrible","Disapproves",0,"Black",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,1,1,0,0,1,1
"14",28858349,"SP","MOJI-MIRIM","Southeast","Countryside","Men",22,"16-24 age","Good","Strongly approves",1,"Right/Center-Right",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,"Trusted content",0,0,0,0,0,0,0,"Longer and in-depth news videos and texts",0,"Read/watch until the end",1,"Yes",1,"Yes","I didn't send a warning, but I also didn't share the same information anymore",1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,"Government, politicians, or political parties in my country",1,1,0,1,1,1,1,1,1,1,0,1,0,0,"State/Municipal government",1,1,1,0,0,0,0,0,"Elementary School","Black/Pardo","No defined religion / I have my own spirituality","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","Elementary School","Up to 1 MW","D/E","No religion","Excellent/Good","Approves",1,"Black",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"15",28859673,"SP","DRACENA","Southeast","Countryside","Men",21,"16-24 age","Terrible","Disapproves",0,"Left/Center-Left",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ease of access",0,0,0,0,0,0,0,"Shorter and concise news videos and texts",1,"Ignores",1,"Yes",0,"No",NA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"Government, politicians, or political parties in my country",0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Academia/Scientists",0,1,1,0,0,0,0,0,"High School","Black/Pardo","Protestant / Evangelical","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","High School","Up to 1 MW","D/E","Evangelicals","Bad/Terrible","Disapproves",1,"Black",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,1,1,0,0,1,1
"16",28859763,"SC","SaO JOSe DO CERRITO","South","Countryside","Men",17,"16-24 age","Regular","Neither approves nor disapproves",0,"I never had a political orientation",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"Ease of access",0,0,0,0,0,0,0,"Shorter and concise news videos and texts",0,"Comments",1,"No",0,"No",NA,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,"People in general",0,1,0,1,0,0,0,0,0,1,1,1,0,0,"Press",1,0,0,1,1,1,1,1,"High School","Black/Pardo","Catholic","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","High School","Up to 1 MW","D/E","Catholic","Regular","Neither approves nor disapproves",0,"Black",1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,1,0,0,1,1
"17",28856813,"PA","BELeM","North","Capital","Men",18,"16-24 age","Terrible","Disapproves",0,"Left/Center-Left",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"Easy to read content",1,0,0,1,0,0,0,"It depends on the content of the news videos and texts",1,"Read/watch until the end",0,"No",1,"Yes","I didn't send a warning, but I also didn't share the same information anymore",1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,"People in general",0,0,0,1,0,0,1,1,0,0,0,1,0,0,"WHO/Anvisa",1,1,1,1,1,1,1,1,"High School","Black/Pardo","Protestant / Evangelical","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","Evangelicals","Bad/Terrible","Disapproves",0,"Black",1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1
"18",28858250,"PA","ANANINDEUA","North","Metropolitan region","Men",19,"16-24 age","Terrible","Strongly disapproves",0,"Left/Center-Left",1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"Easy to read content",0,0,1,1,0,0,0,"It depends on the content of the news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,"Friends and family",1,1,0,1,1,0,0,1,1,0,0,0,0,0,"WHO/Anvisa",1,1,1,1,1,1,1,1,"High School","Black/Pardo","Protestant / Evangelical","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","Evangelicals","Bad/Terrible","Disapproves",0,"Black",1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,1,1,0,1,0,1
"19",28858708,"AL","ARAPIRACA","Northeast","Countryside","Men",19,"16-24 age","Regular","Neither approves nor disapproves",0,"Right/Center-Right",1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,"Ease of access",0,0,0,0,0,0,0,"Shorter and concise news videos and texts",1,"Read/watch until the end",0,"No",1,"Yes","I didn't send a warning, but I also didn't share the same information anymore",1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,"Journalists or the press",0,1,0,1,1,1,1,1,1,1,0,1,0,0,"WHO/Anvisa",1,1,1,0,1,1,1,1,"Middle School","White","Catholic","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","Elementary School","1 to 3 MWs","C","Catholic","Regular","Neither approves nor disapproves",0,"White",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
"20",28859020,"MA","CAMPESTRE DO MARANHaO","Northeast","Countryside","Men",19,"16-24 age","Terrible","Strongly disapproves",0,"Left/Center-Left",1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"Ease of access",1,1,1,1,0,0,0,"It depends on the content of the news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,"Journalists or the press",1,1,0,1,0,1,0,1,1,0,0,1,0,0,"Doctors and Healthcare professionals",1,1,0,1,1,1,1,1,"High School","Black/Pardo","No defined religion / I have my own spirituality","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","No religion","Bad/Terrible","Disapproves",0,"Black",1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,1,1,0,1,0,0
"21",28859094,"PB","PATOS","Northeast","Countryside","Men",22,"16-24 age","Regular","Neither approves nor disapproves",0,"I no longer have a defined political orientation",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"Ease of access",1,0,1,0,0,0,0,"Shorter and concise news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,"People in general",1,1,0,1,1,1,0,1,1,0,0,0,0,0,"WHO/Anvisa",1,0,1,0,1,1,0,0,"High School","White","None at all","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","No religion","Regular","Neither approves nor disapproves",0,"White",1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,0,1,0,0
"22",28859112,"CE","CRATO","Northeast","Countryside","Men",22,"16-24 age","Good","Approves",1,"Right/Center-Right",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,"Ease of access",1,0,1,1,1,0,0,"Longer and in-depth news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"Friends and family",0,1,0,1,0,0,0,0,1,0,1,1,0,0,"WHO/Anvisa",1,1,1,1,1,1,1,1,"Middle School","White","Protestant / Evangelical","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","Elementary School","1 to 3 MWs","C","Evangelicals","Excellent/Good","Approves",0,"White",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,1,0,1,0,1,0,1
"23",28843453,"PE","SaO CAITANO","Northeast","Countryside","Men",24,"16-24 age","Regular","Disapproves",0,"I never had a political orientation",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"Ease of access",0,0,0,0,0,0,0,"Shorter and concise news videos and texts",0,"Comments",0,"Yes",1,"No",NA,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,"People in general",0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Academia/Scientists",1,0,0,1,1,1,1,1,"High School","White","Catholic","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","Catholic","Regular","Disapproves",1,"White",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1,0,1,0,1
"24",28830446,"MG","TEoFILO OTONI","Southeast","Countryside","Men",21,"16-24 age","Terrible","Strongly disapproves",0,"Left/Center-Left",1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,"Ease of access",0,0,0,0,0,0,0,"It depends on the content of the news videos and texts",0,"Read/watch until the end",0,"No",1,"Yes","I didn't send a warning, but I also didn't share the same information anymore",1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,"Government, politicians, or political parties in my country",1,1,0,1,1,1,1,1,1,1,0,1,0,0,"WHO/Anvisa",1,1,1,0,1,1,1,1,"High School","White","Umbanda / Candomblé / African Cults","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","Other religion","Bad/Terrible","Disapproves",0,"White",1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
"25",28843317,"MG","PADRE PARAiSO","Southeast","Countryside","Men",19,"16-24 age","Bad","Strongly disapproves",0,"I never had a political orientation",1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"Ease of access",1,1,1,1,0,0,0,"Longer and in-depth news videos and texts",0,"Read/watch until the end",0,"No",1,"No",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Government, politicians, or political parties in my country",0,1,0,1,0,1,0,1,1,0,0,1,0,0,"Doctors and Healthcare professionals",1,1,0,1,1,1,1,1,"High School","Black/Pardo","Catholic","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","Catholic","Bad/Terrible","Disapproves",0,"Black",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,1,0,1,0,1
"26",28859305,"MG","PADRE PARAiSO","Southeast","Countryside","Men",19,"16-24 age","Regular","Neither approves nor disapproves",0,"I never had a political orientation",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Free access or low price",1,0,1,0,0,0,0,"Indifferent",0,"Ignores",0,"No",0,"No",NA,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,"Friends and family",1,0,0,0,0,0,0,0,0,0,0,0,1,0,"WHO/Anvisa",0,0,0,1,1,1,1,1,"High School","White","Catholic","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","Catholic","Regular","Neither approves nor disapproves",0,"White",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1,0,1,0,1
