idEntrevista,ESTADO,CIDADE,REGIAO,TIPO,SEXO,IDADE1,IDADE,P1,P2,P3,P4,P5,P6,P7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P8_8,P8_9,P8_10,P8_11,P8_99,P9,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P11_1,P11_2,P11_3,P11_4,P11_5,P11_6,P11_7,P12_1,P12_2,P12_3,P12_4,P12_5,P12_6,P12_7,P12A,P13_1,P13_2,P13_3,P13_4,P13_5,P13_6,P13_7,P14,P15,P16,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_7,P17_8,P18,P19,P20,P21,P22,P23_1,P23_2,P23_3,P23_4,P23_5,P24,P25_1,P25_2,P25_3,P25_4,P25_5,P25_6,P25_7,P25_8,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P27,P28,P29,P30,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P31_7,P31_8,P31_9,P31_10,P31_11,P31_12,P31_13,P32_1,P32_2,P32_3,P32_4,P32_5,P32_6,P33,P34_1,P34_2,P34_3,P34_4,P35,P36,P37,P38,P39_1,P39_2,P39_3,P39_4,P39_5,P40_1,P40_2,ESCOLAE,PF6,PF7,RENDAF,CLASSE,IDAT,ESCT,RENT,CLAST,RELT
28859674,ES,ITAGUAcU,Sudeste,Interior,Homens,41,35 a 44 anos,Regular,"Nao aprovo, nem desaprovo",Pouca,Direita/ Centro-Direita,Nao sei,Nao muito interessado,Menos que uma vez por semana, , , , , , , , ,"Por amigos, familiares ou conhecidos", , , ,Facilidade de acesso,WhatsApp,Facebook,Instagram, , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,Celular,LapTop/notebook, , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Nao confio nada,Nao confio nada,Nao confio nada,Videos ou textos de noticias mais longos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim","Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)", , , , , , , ,"Sim, mais ou menos",Nao,Nunca,Nao, ,Muita responsabilidade,Muita responsabilidade,Pouca responsabilidade,Alguma responsabilidade,Alguma responsabilidade,"Sim, muito",Nao sei,Nao sei,Nao sei,Mais ou menos impactado,Nao sei,Nao sei,Muito impactado,Mais ou menos impactado,Muito impactado,Muito impactado,Mais ou menos impactado,Nao sei,Mais ou menos impactado,Muito impactado,"Governo, politicos ou de partidos politicos do meu pais","Sim, sempre",Nunca ouvi falar em agencias de checagens,Nao compartilha, , , ,"Forcas Armadas (Exercito, Marinha, Aeronautica)", ,Universidades / cientistas, , , , , , , ,Nao,Nao,Nao,Nao,Nao,Sim,"Sim, para pior",Discordo,Concordo,Discordo,Discordo,OMS / Anvisa,Diminuiu um pouco,Confio pouco,Tanto faz,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Garantia de que nao ha interferencia externa (de outros paises),Certificacao de que meu voto foi computado,Analfabeto/ ate 3a Serie Fundamental,Parda,Protestante/Evangelica,"Entre de R$ 600,01 ate R$ 1.200,00 - De  e meio ate 1 SM",D,40 a 49 anos,Sem instrucao,Ate 1 SM,D/E,Evangelicos
28843397,MG,TEoFILO OTONI,Sudeste,Interior,Homens,35,35 a 44 anos,otimo,Aprovo totalmente,Muita,Direita/ Centro-Direita,Extremamente interessado,Extremamente interessado,Mais de uma vez por dia, , , , , , , ,WhatsApp ou telefone,"Por amigos, familiares ou conhecidos", , , ,Conteudo de facil leitura,WhatsApp,Facebook, , , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,Celular, , , , , , ,Celular,Nao confio nada,Nao confio nada,Confio pouco,Nao confio nada,Confio muito,Confio pouco,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de fontes que compartilham seu ponto de vista/ emitem suas opiniões,Ignora/Nem le, , , ,Eu compartilho a noticia jornalistica com conhecidos, , , , ,"Sim, mais ou menos",Nao sei,Raramente,Sim,"Nao avisei, porem nao compartilhei mais a mesma informacao",Muita responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,Muita responsabilidade,Alguma responsabilidade,Nao,Pouco impactado,Nao e impactado,Pouco impactado,Pouco impactado,Nao e impactado,Pouco impactado,Pouco impactado,Nao e impactado,Pouco impactado,Pouco impactado,Pouco impactado,Pouco impactado,Pouco impactado,Pouco impactado,"Governo, politicos ou de partidos politicos do meu pais","Sim, poucas vezes",Nao,"Sim, muitas vezes",Governo, , ,"Forcas Armadas (Exercito, Marinha, Aeronautica)",Policia, , , , , , , , ,Sim,Nao,Nao,Nao,Nao,Nao,"Sim, para pior",Concordo,Concordo,Concordo,Nao sei,Governo Federal,Diminuiu um pouco,Nao confio,Voto impresso (impressao do voto da urna eletrônica),Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Garantia de que nao ha interferencia externa (de outros paises),Confianca no sistema operacional de eleicao (urna ou papel),Superior completo,Branca,Protestante/Evangelica,"Entre de R$ 3.600,01 ate R$ 7.200,00 - De 3 ate 6 SMs",B2,30 a 39 anos,Superior,De 3  a 6 SMs,A/B,Evangelicos
28858753,MG,PARa DE MINAS,Sudeste,Interior,Homens,44,35 a 44 anos,Bom,Aprovo,Alguma,Centro,Muito interessado,Extremamente interessado,Mais de uma vez por dia, , , , , , , ,WhatsApp ou telefone, ,Pelas redes sociais, , ,Facilidade de acesso,WhatsApp,Facebook, , , , , , , , , ,Canal no YouTube, , ,Celular,LapTop/notebook, , , , , ,Celular,Nao confio nada,Nao confio nada,Nao confio nada,Nao confio nada,Confio pouco,Confio pouco,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim","Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)", , , ,Eu participo de votacao online em sites jornalisticos ou redes sociais, ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Nao,Frequentemente,Nao, ,Pouca responsabilidade,Pouca responsabilidade,Pouca responsabilidade,Pouca responsabilidade,Alguma responsabilidade,"Sim, muito",Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Pouco impactado,Pouco impactado,Nao sei,Nao e impactado,Pouco impactado,"Governo, politicos ou de partidos politicos do meu pais","Sim, muitas vezes",Sim,"Sim, muitas vezes",Governo, , ,"Forcas Armadas (Exercito, Marinha, Aeronautica)", , , ,Industria e/ou agronegocio, , , , , ,Sim,Sim,Nao sei,Nao sei,Nao sei,Sim,"Sim, para pior",Concordo,Concordo,Concordo,Discordo,Governo Federal,Aumentou muito,Confio pouco,Voto impresso (impressao do voto da urna eletrônica),Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Confianca no sistema operacional de eleicao (urna ou papel),Praticidade/simplicidade para votar,Analfabeto/ ate 3a Serie Fundamental,Parda,Protestante/Evangelica,"Entre de R$ 600,01 ate R$ 1.200,00 - De  e meio ate 1 SM",D,40 a 49 anos,Sem instrucao,Ate 1 SM,D/E,Evangelicos
28858881,MG,CONTAGEM,Sudeste,RM,Homens,38,35 a 44 anos,otimo,Aprovo totalmente,Muita,Direita/ Centro-Direita,Muito interessado,Nao muito interessado,Nao consumo noticias, , , , , ,Televisao, , , , , , ,Facilidade de acesso,Nenhuma,Youtube,Instagram,WhatsApp, , , , , ,TV/Canal por assinatura/ Streaming, , , , ,Nao acesso midias digitais, , , , , , ,Nao acesso midias digitais,Confio pouco,Nao confio nada,Confio pouco,Confio muito,Nao utiliza,Nao utiliza,Nao utiliza,Nao sabe,Noticias de fontes que nao possuem um ponto particular/ nao emitem suas opiniões,Ignora/Nem le, , , , , , , ,Nenhuma das alternativas anteriores,"Sim, muito",Nao,Raramente,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, mais ou menos",Muito impactado,Pouco impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Amigos e familiares,Nao/Nenhuma,Sim,"Sim, poucas vezes", ,Poder Judiciario,Poder Legislativo, ,Policia, , , , , , , , ,Nao,Nao,Nao,Nao,Nao,Nao,"Sim, para melhor",Concordo,Concordo,Concordo,Discordo,Governo Estadual/Municipal,Nao mudou,Confio muito,Urna eletrônica,Muito preocupado,Pouco preocupado,Muito preocupado,Pouco preocupado,Muito preocupado,Confianca na independencia e confiabilidade da justica eleitoral,Agilidade na contagem de votos,Fundamental completo,Branca,Catolica,"Entre de R$ 3.600,01 ate R$ 7.200,00 - De 3 ate 6 SMs",B2,30 a 39 anos,Fundamental,De 3  a 6 SMs,A/B,Catolicos
28858985,MG,TEoFILO OTONI,Sudeste,Interior,Homens,35,35 a 44 anos,otimo,Aprovo totalmente,Muita,Direita/ Centro-Direita,Algumas vezes tenho interesse,Nao tenho interesse,Nao consumo noticias, , , , , ,Televisao, , , ,Pelas redes sociais, , ,Conteudo confiavel,Facebook,Youtube, , , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,LapTop/notebook,Celular, , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Videos ou textos de noticias mais longos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", , , ,Eu compartilho a noticia jornalistica com conhecidos, , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,"Sim, mais ou menos",Nao,Raramente,Sim,Enviei uma mensagem apenas avisando que a informacao nao era verdadeira,Alguma responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Mais ou menos impactado,Mais ou menos impactado,Muito impactado,Muito impactado,Pouco impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Mais ou menos impactado,Muito impactado,Muito impactado,Mais ou menos impactado,Muito impactado,Amigos e familiares,"Sim, sempre",Sim,"Sim, poucas vezes", , , , , , , ,Industria e/ou agronegocio,Igreja,Imprensa, , , ,Nao,Nao,Nao,Nao,Nao,Sim,Nao alterou em nada,Discordo,Discordo,Discordo,Discordo,Universidades / cientistas,Aumentou um pouco,Confio muito,Urna eletrônica,Pouco preocupado,Pouco preocupado,Pouco preocupado,Muito preocupado,Pouco preocupado,Garantia de que nao ha interferencia externa (de outros paises),Certificacao de que meu voto foi computado,Fundamental completo,Branca,Catolica,"Entre de R$ 3.600,01 ate R$ 7.200,00 - De 3 ate 6 SMs",B2,30 a 39 anos,Fundamental,De 3  a 6 SMs,A/B,Catolicos
28842836,RJ,RIO DE JANEIRO,Sudeste,Capital,Homens,41,35 a 44 anos,otimo,Aprovo,Muita,Direita/ Centro-Direita,Muito interessado,Extremamente interessado,Mais de uma vez por dia, , , , , , , ,WhatsApp ou telefone, ,Pelas redes sociais, , ,Facilidade de acesso,WhatsApp,Facebook,Youtube, , , , , , , , ,Canal no YouTube, , ,Celular,LapTop/notebook, , , , , ,Celular,Nao confio nada,Nao confio nada,Nao confio nada,Nao confio nada,Confio pouco,Confio pouco,Confio pouco,Videos ou textos de noticias mais longos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim","Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)",Eu comento a noticia jornalistica nas redes sociais ou site, ,Eu compartilho a noticia jornalistica com conhecidos, , , , ,Nao confia,Nao,Frequentemente,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,"Governo, politicos ou de partidos politicos do meu pais","Sim, sempre",Sim,"Sim, muitas vezes",Governo, , ,"Forcas Armadas (Exercito, Marinha, Aeronautica)", , , ,Industria e/ou agronegocio, , , , , ,Sim,Sim,Nao sei,Nao sei,Nao sei,Sim,"Sim, para pior",Concordo,Concordo,Concordo,Discordo,Governo Federal,Aumentou muito,Confio pouco,Voto impresso (impressao do voto da urna eletrônica),Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Confianca no sistema operacional de eleicao (urna ou papel),Praticidade/simplicidade para votar,Medio completo,Parda,Catolica,"Entre de R$ 3.600,01 ate R$ 7.200,00 - De 3 ate 6 SMs",B2,40 a 49 anos,Medio,De 3  a 6 SMs,A/B,Catolicos
28842896,RJ,MESQUITA,Sudeste,RM,Homens,43,35 a 44 anos,Pessimo,Desaprovo totalmente,Nenhuma,Esquerda/ Centro-Esquerda,Muito interessado,Extremamente interessado,Mais de uma vez por dia, ,Jornal digital, , , , , , , ,Pelas redes sociais, , ,Conteudo de facil leitura,Instagram,Facebook,Twiter, , , , , , ,TV/Canal por assinatura/ Streaming, ,Canal no YouTube, , ,Celular,LapTop/notebook, , , , , ,Celular,Confio muito,Confio pouco,Confio pouco,Confio pouco,Confio muito,Confio pouco,Confio muito,Videos ou textos de noticias mais longos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim","Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)",Eu comento a noticia jornalistica nas redes sociais ou site, , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,"Sim, pouco",Nao,as vezes,Nao, ,Alguma responsabilidade,Muita responsabilidade,Muita responsabilidade,Alguma responsabilidade,Muita responsabilidade,"Sim, muito",Pouco impactado,Pouco impactado,Muito impactado,Pouco impactado,Nao e impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,"Governo, politicos ou de partidos politicos do meu pais","Sim, sempre",Sim,"Sim, poucas vezes", ,Poder Judiciario, , , ,Universidades / cientistas, , ,Igreja, , , , ,Nao,Sim,Sim,Sim,Nao,Sim,"Sim, para melhor",Discordo,Concordo,Discordo,Discordo,Medicos e profissionais da saude,Aumentou muito,Confio muito,Urna eletrônica,Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Pouco preocupado,Confianca na independencia e confiabilidade da justica eleitoral,Garantia de que nao ha interferencia interna (dentro do Brasil),Medio completo,Parda,Catolica,"Entre de R$ 3.600,01 ate R$ 7.200,00 - De 3 ate 6 SMs",B2,40 a 49 anos,Medio,De 3  a 6 SMs,A/B,Catolicos
28845407,RJ,ANGRA DOS REIS,Sudeste,Interior,Homens,44,35 a 44 anos,Nao sabe,"Nao aprovo, nem desaprovo",Pouca,Nao sei,Nao sei,Nao sei,Nao sei, , , , , , , , , , , ,Nenhuma das opcões anteriores,Nenhuma,WhatsApp,Instagram, , , , , , , , , , , ,Nenhum desses,SmartTV, , , , , , ,SmartTV,Nao confio nada,Nao sei,Nao sei,Nao sei,Nao sei,Nao sei,Nao sei,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,Nao sabe, , , , , , , ,Nenhuma das alternativas anteriores,Nao sabe,Nao sei,Nao sei,Nao sei, ,Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,Nao sei,Nao sei,Nao sei,Nao sei,Nao sei,Nao sei,Nao sei,Nao sei,Nao sei,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Pouco impactado,Nao estou preocupado com isso,Nao/Nenhuma,Nunca ouvi falar em agencias de checagens,Nao sabe, , , , , , , , ,Igreja, , , ,Instituicões Bancarias,Nao,Nao,Nao,Nao,Nao,Nao,Nao alterou em nada,Discordo,Discordo,Discordo,Discordo,Igreja,Nao sei,Nao sei,Nao sei,Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Nao sei, ,Superior completo,Branca,Catolica,"Entre de R$ 3.600,01 ate R$ 7.200,00 - De 3 ate 6 SMs",B2,40 a 49 anos,Superior,De 3  a 6 SMs,A/B,Catolicos
28856790,RJ,RIO DE JANEIRO,Sudeste,Capital,Homens,40,35 a 44 anos,Bom,Aprovo,Alguma,Direita/ Centro-Direita,Muito interessado,Muito interessado,Uma vez por dia, , , , , ,Televisao,Sites alternativos de noticias, , , , , ,Facilidade de acesso,WhatsApp,Twiter,Instagram, , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,Celular,LapTop/notebook, , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Depende do conteudo dos videos ou textos de noticias,Noticias de fontes que compartilham seu ponto de vista/ emitem suas opiniões,Ignora/Nem le, ,Eu comento a noticia jornalistica nas redes sociais ou site, , , , , , ,"Sim, mais ou menos",Nao,Raramente,Nao, ,Alguma responsabilidade,Alguma responsabilidade,Alguma responsabilidade,Alguma responsabilidade,Alguma responsabilidade,"Sim, mais ou menos",Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,"Governo, politicos ou de partidos politicos do meu pais","Sim, poucas vezes",Nao,"Sim, poucas vezes", ,Poder Judiciario, , , , , , , ,Imprensa,Ordem dos advogados – OAB, , ,Nao,Nao,Nao,Nao,Nao,Nao,Nao alterou em nada,Discordo,Discordo,Concordo,Discordo,Governo Federal,Nao mudou,Nao confio,Voto impresso (impressao do voto da urna eletrônica),Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Agilidade na contagem de votos,Confianca na independencia e confiabilidade da justica eleitoral,Medio completo,Preta,Catolica,"Entre de R$ 3.600,01 ate R$ 7.200,00 - De 3 ate 6 SMs",B2,40 a 49 anos,Medio,De 3  a 6 SMs,A/B,Catolicos
28858493,RJ,RIO DE JANEIRO,Sudeste,Capital,Homens,40,35 a 44 anos,Bom,Aprovo,Alguma,Direita/ Centro-Direita,Muito interessado,Muito interessado,Uma vez por dia, , , , , , ,Sites alternativos de noticias, , ,Pelas redes sociais, , ,Conforto,Instagram,Twiter, , , , , , , ,TV/Canal por assinatura/ Streaming,Site noticioso/ agencia de noticia,Canal no YouTube,Canal de audio/Podcast, ,Celular,Tablet, , , , , ,Celular,Confio muito,Confio pouco,Confio muito,Confio muito,Confio pouco,Confio pouco,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", , , , , , , ,Nenhuma das alternativas anteriores,Nao confia,Nao,Frequentemente,Nao, ,Alguma responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Pouco impactado,Mais ou menos impactado,Pouco impactado,Pouco impactado,Pouco impactado,Mais ou menos impactado,Muito impactado,Muito impactado,Muito impactado,Mais ou menos impactado,Muito impactado,Muito impactado,Mais ou menos impactado,Muito impactado,Jornalistas ou empresas jornalisticas,"Sim, poucas vezes",Nunca ouvi falar em agencias de checagens,Nao compartilha, , , , , ,Universidades / cientistas,Comercio, , , ,Ordem dos advogados – OAB, , ,Sim,Sim,Sim,Sim,Sim,Sim,Nao alterou em nada,Discordo,Nao sei,Discordo,Discordo,Universidades / cientistas,Nao mudou,Confio muito,Urna eletrônica,Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Praticidade/simplicidade para votar,Confianca no sistema operacional de eleicao (urna ou papel),Fundamental completo,Branca,Protestante/Evangelica,"Entre de R$ 3.600,01 ate R$ 7.200,00 - De 3 ate 6 SMs",B2,40 a 49 anos,Fundamental,De 3  a 6 SMs,A/B,Evangelicos
28858703,RJ,RIO DE JANEIRO,Sudeste,Capital,Homens,41,35 a 44 anos,otimo,Aprovo,Muita,Direita/ Centro-Direita,Muito interessado,Extremamente interessado,Mais de uma vez por dia, , , , , , ,Sites alternativos de noticias, , ,Pelas redes sociais, , ,Facilidade de acesso,Instagram,Facebook,Youtube, , , , , , ,TV/Canal por assinatura/ Streaming, ,Canal no YouTube,Canal de audio/Podcast, ,Celular,PC/desktop, , , , , ,Celular,Confio muito,Confio muito,Confio pouco,Confio muito,Confio pouco,Confio pouco,Nao confio nada,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim","Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)", , ,Eu compartilho a noticia jornalistica com conhecidos, , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Nao,Frequentemente,Nao, ,Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,"Sim, muito",Pouco impactado,Pouco impactado,Mais ou menos impactado,Pouco impactado,Nao e impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Nao sei,Nao sei,Muito impactado,"Governo, politicos ou de partidos politicos do meu pais",Nao/Nenhuma,Sim,"Sim, poucas vezes", , , , , ,Universidades / cientistas, , , , ,Ordem dos advogados – OAB,ONGs, ,Sim,Nao,Nao,Sim,Nao,Sim,Nao alterou em nada,Discordo,Concordo,Discordo,Discordo,Universidades / cientistas,Aumentou um pouco,Confio muito,Urna eletrônica,Nada preocupado,Nada preocupado,Nada preocupado,Pouco preocupado,Nada preocupado,Agilidade na contagem de votos,Confianca na independencia e confiabilidade da justica eleitoral,4a Serie Fundamental,Parda,Protestante/Evangelica,Nao sabe,NS/NR,40 a 49 anos,Fundamental,Nao informou,NS/NR,Evangelicos
28859169,RJ,CABO FRIO,Sudeste,Interior,Homens,36,35 a 44 anos,Regular,Aprovo totalmente,Alguma,Direita/ Centro-Direita,Algumas vezes tenho interesse,Extremamente interessado,Mais de uma vez por dia, , , , , , ,Sites alternativos de noticias, , ,Pelas redes sociais, , ,Conforto,TikTok,Facebook,WhatsApp, , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,LapTop/notebook,Celular, , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio muito,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", , , , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Nao,Frequentemente,Nao, ,Muita responsabilidade,Pouca responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Pouco impactado,Pouco impactado,Mais ou menos impactado,Muito impactado,Pouco impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Pessoas em geral,"Sim, muitas vezes",Sim,Nao sabe, ,Poder Judiciario, , , , , , , ,Imprensa, ,ONGs, ,Sim,Nao,Sim,Nao,Sim,Sim,Nao alterou em nada,Discordo,Concordo,Discordo,Discordo,Medicos e profissionais da saude,Aumentou muito,Confio muito,Urna eletrônica,Pouco preocupado,Muito preocupado,Pouco preocupado,Muito preocupado,Pouco preocupado,Confianca na independencia e confiabilidade da justica eleitoral,Agilidade na contagem de votos,Analfabeto/ ate 3a Serie Fundamental,Parda,Protestante/Evangelica,Nao sabe,NS/NR,30 a 39 anos,Sem instrucao,Nao informou,NS/NR,Evangelicos
28859199,RJ,RIO DE JANEIRO,Sudeste,Capital,Homens,35,35 a 44 anos,Regular,Desaprovo,Pouca,Ja tive posicao politica e hoje nao tenho mais,Algumas vezes tenho interesse,Algumas vezes tenho interesse,Algumas vezes por semana, , , , , ,Televisao, , , ,Pelas redes sociais, , ,Facilidade de acesso,WhatsApp,Youtube, , , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,Celular,SmartTV, , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de fontes que compartilham seu ponto de vista/ emitem suas opiniões,Ignora/Nem le,"Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)", , , , , , , ,Nao confia,Nao,Frequentemente,Nao, ,Alguma responsabilidade,Alguma responsabilidade,Alguma responsabilidade,Alguma responsabilidade,Alguma responsabilidade,"Sim, mais ou menos",Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,"Governo, politicos ou de partidos politicos do meu pais","Sim, poucas vezes",Nao,Nao compartilha, ,Poder Judiciario, , , , , , , , ,Ordem dos advogados – OAB, , ,Nao,Nao,Nao,Nao,Nao,Nao,Nao alterou em nada,Discordo,Discordo,Discordo,Discordo,OMS / Anvisa,Aumentou um pouco,Confio muito,Urna eletrônica,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Agilidade na contagem de votos,Confianca na independencia e confiabilidade da justica eleitoral,Medio completo,Parda,Catolica,"Entre de R$ 3.600,01 ate R$ 7.200,00 - De 3 ate 6 SMs",B2,30 a 39 anos,Medio,De 3  a 6 SMs,A/B,Catolicos
28859217,RJ,RIO DE JANEIRO,Sudeste,Capital,Homens,40,35 a 44 anos,Bom,Aprovo,Alguma,Direita/ Centro-Direita,Muito interessado,Algumas vezes tenho interesse,Algumas vezes por semana, , , , , ,Televisao, ,WhatsApp ou telefone, ,Pelas redes sociais, , ,Gratuidade ou preco baixo,Facebook,Twiter,Instagram, , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,Celular,PC/desktop, , , , , ,Celular,Confio pouco,Nao utiliza,Nao utiliza,Confio pouco,Confio pouco,Nao confio nada,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de fontes que nao possuem um ponto particular/ nao emitem suas opiniões,"Le, assiste ate o fim", , , , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Nao,as vezes,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, pouco",Pouco impactado,Nao sei,Pouco impactado,Pouco impactado,Nao e impactado,Muito impactado,Nao sei,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Pouco impactado,Pouco impactado,Pouco impactado,Nao estou preocupado com isso,Nao/Nenhuma,Nao,Nao compartilha, , , , , ,Universidades / cientistas, , ,Igreja, , , , ,Sim,Sim,Nao,Nao,Nao,Sim,"Sim, para pior",Discordo,Concordo,Discordo,Discordo,OMS / Anvisa,Aumentou um pouco,Confio pouco,Voto impresso (impressao do voto da urna eletrônica),Muito preocupado,Pouco preocupado,Muito preocupado,Nada preocupado,Pouco preocupado,Confianca na independencia e confiabilidade da justica eleitoral,Nenhum desses,4a Serie Fundamental,Parda,Umbanda/Candomble/Cultos africanos,"Entre de R$ 600,01 ate R$ 1.200,00 - De  e meio ate 1 SM",D,40 a 49 anos,Fundamental,Ate 1 SM,D/E,Outras religiões
